age_group,gender,race,timestamp,strategy,mask_level,share_id,filename,accepted,prompt,majority_vote
5,0,1,20230911110435336927,similar,accurate,42,5_0_1_20230911110435336927_similar_accurate.png,[True],black male adult,True
5,0,1,20230911110456803633,similar,moderate,42,5_0_1_20230911110456803633_similar_moderate.png,"[True, True, True, False, True, True]",black male adult,True
5,0,1,20230911110518263834,similar,imprecise,42,5_0_1_20230911110518263834_similar_imprecise.png,"[False, False, True]",black male adult,False
5,0,1,20230911110529605645,similar,accurate,43,5_0_1_20230911110529605645_similar_accurate.png,"[True, True, False]",black male adult,True
5,0,1,20230911110548334556,similar,moderate,43,5_0_1_20230911110548334556_similar_moderate.png,"[True, True]",black male adult,True
5,0,1,20230911110559507332,similar,imprecise,43,5_0_1_20230911110559507332_similar_imprecise.png,"[True, True]",black male adult,True
5,0,1,20230911110611321609,similar,accurate,44,5_0_1_20230911110611321609_similar_accurate.png,"[False, False]",black male adult,False
5,0,1,20230911110622972367,similar,moderate,44,5_0_1_20230911110622972367_similar_moderate.png,"[False, False]",black male adult,False
5,0,1,20230911110634216224,similar,imprecise,44,5_0_1_20230911110634216224_similar_imprecise.png,"[True, True, True]",black male adult,True
5,1,0,20230911111144650273,similar,accurate,45,5_1_0_20230911111144650273_similar_accurate.png,"[True, True]",white female adult,True
5,1,0,20230911111201661982,similar,moderate,45,5_1_0_20230911111201661982_similar_moderate.png,"[True, True, True]",white female adult,True
5,1,0,20230911111214274160,similar,imprecise,45,5_1_0_20230911111214274160_similar_imprecise.png,"[True, True, True]",white female adult,True
5,1,0,20230911111229361442,similar,accurate,46,5_1_0_20230911111229361442_similar_accurate.png,"[True, True, True, True, True]",white female adult,True
5,1,0,20230911111247226863,similar,moderate,46,5_1_0_20230911111247226863_similar_moderate.png,"[True, True]",white female adult,True
5,1,0,20230911111302787739,similar,imprecise,46,5_1_0_20230911111302787739_similar_imprecise.png,"[True, False, True]",white female adult,True
5,1,0,20230911111315077736,similar,accurate,47,5_1_0_20230911111315077736_similar_accurate.png,"[True, False, False]",white female adult,False
5,1,0,20230911111326474000,similar,moderate,47,5_1_0_20230911111326474000_similar_moderate.png,"[True, True]",white female adult,True
5,1,0,20230911111337875490,similar,imprecise,47,5_1_0_20230911111337875490_similar_imprecise.png,"[True, True, True]",white female adult,True
5,1,0,20230911111354711302,similar,accurate,48,5_1_0_20230911111354711302_similar_accurate.png,"[True, True]",white female adult,True
5,1,0,20230911111405145590,similar,moderate,48,5_1_0_20230911111405145590_similar_moderate.png,"[True, True, False, True]",white female adult,True
5,1,0,20230911111415519713,similar,imprecise,48,5_1_0_20230911111415519713_similar_imprecise.png,"[True, True, True, True]",white female adult,True
5,1,0,20230911111428577916,similar,accurate,49,5_1_0_20230911111428577916_similar_accurate.png,"[True, True]",white female adult,True
5,1,0,20230911111442647996,similar,moderate,49,5_1_0_20230911111442647996_similar_moderate.png,"[True, False, True, True, False, True]",white female adult,True
5,1,0,20230911111456306289,similar,imprecise,49,5_1_0_20230911111456306289_similar_imprecise.png,"[True, False, False]",white female adult,False
5,1,0,20230911111509632516,similar,accurate,50,5_1_0_20230911111509632516_similar_accurate.png,"[False, False, False, False]",white female adult,False
5,1,0,20230911111522728022,similar,moderate,50,5_1_0_20230911111522728022_similar_moderate.png,[False],white female adult,False
5,1,0,20230911111536422476,similar,imprecise,50,5_1_0_20230911111536422476_similar_imprecise.png,"[True, True, False, False, False]",white female adult,False
6,0,0,20230911111642569053,similar,accurate,51,6_0_0_20230911111642569053_similar_accurate.png,"[True, True]",white male middle aged person,True
6,0,0,20230911111654331852,similar,moderate,51,6_0_0_20230911111654331852_similar_moderate.png,"[True, True, True, True]",white male middle aged person,True
6,0,0,20230911111705078547,similar,imprecise,51,6_0_0_20230911111705078547_similar_imprecise.png,"[True, True, True, True]",white male middle aged person,True
6,0,0,20230911111718418633,similar,accurate,52,6_0_0_20230911111718418633_similar_accurate.png,"[True, True, True]",white male middle aged person,True
6,0,0,20230911111729767233,similar,moderate,52,6_0_0_20230911111729767233_similar_moderate.png,"[True, True, True]",white male middle aged person,True
6,0,0,20230911111742508634,similar,imprecise,52,6_0_0_20230911111742508634_similar_imprecise.png,[True],white male middle aged person,True
6,0,0,20230911111754602823,similar,accurate,53,6_0_0_20230911111754602823_similar_accurate.png,"[True, True, True, True, True]",white male middle aged person,True
6,0,0,20230911111805264103,similar,moderate,53,6_0_0_20230911111805264103_similar_moderate.png,"[True, False, True]",white male middle aged person,True
6,0,0,20230911111816541556,similar,imprecise,53,6_0_0_20230911111816541556_similar_imprecise.png,"[True, True, True, True]",white male middle aged person,True
6,0,0,20230911111828803009,similar,accurate,54,6_0_0_20230911111828803009_similar_accurate.png,[True],white male middle aged person,True
6,0,0,20230911111841053576,similar,moderate,54,6_0_0_20230911111841053576_similar_moderate.png,"[True, True, True]",white male middle aged person,True
6,0,0,20230911111853059246,similar,imprecise,54,6_0_0_20230911111853059246_similar_imprecise.png,[True],white male middle aged person,True
6,0,0,20230911111904430493,similar,accurate,55,6_0_0_20230911111904430493_similar_accurate.png,[True],white male middle aged person,True
6,0,0,20230911111916425398,similar,moderate,55,6_0_0_20230911111916425398_similar_moderate.png,[True],white male middle aged person,True
6,0,0,20230911111933627043,similar,imprecise,55,6_0_0_20230911111933627043_similar_imprecise.png,"[True, True, True]",white male middle aged person,True
6,1,3,20230911111952537467,similar,accurate,56,6_1_3_20230911111952537467_similar_accurate.png,"[True, True, True]",indian female middle aged person,True
6,1,3,20230911112002732822,similar,moderate,56,6_1_3_20230911112002732822_similar_moderate.png,[True],indian female middle aged person,True
6,1,3,20230911112014028434,similar,imprecise,56,6_1_3_20230911112014028434_similar_imprecise.png,"[True, True, True, True, True]",indian female middle aged person,True
6,1,3,20230911112025375410,similar,accurate,57,6_1_3_20230911112025375410_similar_accurate.png,"[True, True, True]",indian female middle aged person,True
6,1,3,20230911112036724797,similar,moderate,57,6_1_3_20230911112036724797_similar_moderate.png,"[True, True, True]",indian female middle aged person,True
6,1,3,20230911112047724187,similar,imprecise,57,6_1_3_20230911112047724187_similar_imprecise.png,"[True, True, True]",indian female middle aged person,True
6,1,3,20230911112058725735,similar,accurate,58,6_1_3_20230911112058725735_similar_accurate.png,"[True, True, True]",indian female middle aged person,True
6,1,3,20230911112111182740,similar,moderate,58,6_1_3_20230911112111182740_similar_moderate.png,"[True, True, False, True, True]",indian female middle aged person,True
6,1,3,20230911112122099637,similar,imprecise,58,6_1_3_20230911112122099637_similar_imprecise.png,[True],indian female middle aged person,True
6,1,3,20230911112133888978,similar,accurate,59,6_1_3_20230911112133888978_similar_accurate.png,[True],indian female middle aged person,True
6,1,3,20230911112146345329,similar,moderate,59,6_1_3_20230911112146345329_similar_moderate.png,"[True, True, True, True, True, True, True]",indian female middle aged person,True
6,1,3,20230911112158173139,similar,imprecise,59,6_1_3_20230911112158173139_similar_imprecise.png,"[True, True, True]",indian female middle aged person,True
7,0,2,20230911112357097896,similar,accurate,60,7_0_2_20230911112357097896_similar_accurate.png,"[True, True, True]",asian male elderly,True
7,0,2,20230911112407143498,similar,moderate,60,7_0_2_20230911112407143498_similar_moderate.png,"[True, False, False, True, False]",asian male elderly,False
7,0,2,20230911112417712762,similar,imprecise,60,7_0_2_20230911112417712762_similar_imprecise.png,[True],asian male elderly,True
7,0,2,20230911112429940773,similar,accurate,61,7_0_2_20230911112429940773_similar_accurate.png,"[True, True, True, True, True]",asian male elderly,True
7,0,2,20230911112442473526,similar,moderate,61,7_0_2_20230911112442473526_similar_moderate.png,"[False, True, True]",asian male elderly,True
7,0,2,20230911112453940811,similar,imprecise,61,7_0_2_20230911112453940811_similar_imprecise.png,"[True, True, True, True]",asian male elderly,True
7,0,2,20230911112505263151,similar,accurate,62,7_0_2_20230911112505263151_similar_accurate.png,"[True, True, True, True, True]",asian male elderly,True
7,0,2,20230911112516267761,similar,moderate,62,7_0_2_20230911112516267761_similar_moderate.png,"[True, True, True, True, True]",asian male elderly,True
7,0,2,20230911112529038324,similar,imprecise,62,7_0_2_20230911112529038324_similar_imprecise.png,"[True, True, True]",asian male elderly,True
7,0,2,20230911112541404833,similar,accurate,63,7_0_2_20230911112541404833_similar_accurate.png,"[True, False, True]",asian male elderly,True
7,0,2,20230911112554234877,similar,moderate,63,7_0_2_20230911112554234877_similar_moderate.png,"[True, True, True, True]",asian male elderly,True
7,0,2,20230911112606830038,similar,imprecise,63,7_0_2_20230911112606830038_similar_imprecise.png,"[True, True]",asian male elderly,True
7,0,2,20230911112618509681,similar,accurate,64,7_0_2_20230911112618509681_similar_accurate.png,"[True, True, False, True, True]",asian male elderly,True
7,0,2,20230911112630582876,similar,moderate,64,7_0_2_20230911112630582876_similar_moderate.png,[True],asian male elderly,True
7,0,2,20230911112642022968,similar,imprecise,64,7_0_2_20230911112642022968_similar_imprecise.png,[True],asian male elderly,True
7,1,1,20230911113525989150,similar,accurate,65,7_1_1_20230911113525989150_similar_accurate.png,"[False, False]",black female elderly,False
7,1,1,20230911113537527733,similar,moderate,65,7_1_1_20230911113537527733_similar_moderate.png,"[False, False, True]",black female elderly,False
7,1,1,20230911113547756814,similar,imprecise,65,7_1_1_20230911113547756814_similar_imprecise.png,"[False, True, False]",black female elderly,False
7,1,1,20230911113605171267,similar,accurate,66,7_1_1_20230911113605171267_similar_accurate.png,"[True, True, True]",black female elderly,True
7,1,1,20230911113617268776,similar,moderate,66,7_1_1_20230911113617268776_similar_moderate.png,[True],black female elderly,True
7,1,1,20230911113629081351,similar,imprecise,66,7_1_1_20230911113629081351_similar_imprecise.png,[True],black female elderly,True
7,1,1,20230911113648883400,similar,accurate,67,7_1_1_20230911113648883400_similar_accurate.png,"[False, False]",black female elderly,False
7,1,1,20230911113706301949,similar,moderate,67,7_1_1_20230911113706301949_similar_moderate.png,"[True, False, False]",black female elderly,False
7,1,1,20230911113728788643,similar,imprecise,67,7_1_1_20230911113728788643_similar_imprecise.png,[False],black female elderly,False
7,1,1,20230911113741275823,similar,accurate,68,7_1_1_20230911113741275823_similar_accurate.png,[True],black female elderly,True
7,1,1,20230911113753229405,similar,moderate,68,7_1_1_20230911113753229405_similar_moderate.png,"[True, True, False]",black female elderly,True
7,1,1,20230911113805409587,similar,imprecise,68,7_1_1_20230911113805409587_similar_imprecise.png,"[False, False]",black female elderly,False
7,1,1,20230911113816960289,similar,accurate,69,7_1_1_20230911113816960289_similar_accurate.png,[True],black female elderly,True
7,1,1,20230911113828984812,similar,moderate,69,7_1_1_20230911113828984812_similar_moderate.png,"[True, True]",black female elderly,True
7,1,1,20230911113841143674,similar,imprecise,69,7_1_1_20230911113841143674_similar_imprecise.png,"[True, False, False, False]",black female elderly,False
0,0,1,20230911113955785596,similar,accurate,70,0_0_1_20230911113955785596_similar_accurate.png,"[True, True, True]",black male infant,True
0,0,1,20230911114008028516,similar,moderate,70,0_0_1_20230911114008028516_similar_moderate.png,"[True, True, True, True, True, True]",black male infant,True
0,0,1,20230911114020024481,similar,imprecise,70,0_0_1_20230911114020024481_similar_imprecise.png,"[True, True, True, True, True]",black male infant,True
0,0,1,20230911114032714140,similar,accurate,71,0_0_1_20230911114032714140_similar_accurate.png,"[True, True]",black male infant,True
0,0,1,20230911114050677623,similar,moderate,71,0_0_1_20230911114050677623_similar_moderate.png,[True],black male infant,True
0,0,1,20230911114103455195,similar,imprecise,71,0_0_1_20230911114103455195_similar_imprecise.png,"[True, True, True, True]",black male infant,True
0,0,1,20230911114114779350,similar,accurate,72,0_0_1_20230911114114779350_similar_accurate.png,"[True, False, True]",black male infant,True
0,0,1,20230911114126840467,similar,moderate,72,0_0_1_20230911114126840467_similar_moderate.png,"[True, True]",black male infant,True
