filename,age_group,gender,race,is_generated,mask_level,strategy
5_0_1_20231112182522354838.png,5,0,1,True,moderate,ucb
5_0_1_20231112182552296451.png,5,0,1,True,moderate,ucb
5_1_0_20231112182711767749.png,5,1,0,True,moderate,ucb
5_1_0_20231112182739920159.png,5,1,0,True,moderate,ucb
5_1_0_20231112182857660654.png,5,1,0,True,moderate,ucb
5_1_0_20231112183221954414.png,5,1,0,True,moderate,ucb
5_1_0_20231112183452890434.png,5,1,0,True,moderate,ucb
5_1_0_20231112183518802517.png,5,1,0,True,moderate,ucb
6_0_0_20231112183548624801.png,6,0,0,True,moderate,ucb
6_0_0_20231112183657744005.png,6,0,0,True,moderate,ucb
6_0_0_20231112183727241467.png,6,0,0,True,moderate,ucb
6_0_0_20231112183819351491.png,6,0,0,True,moderate,ucb
6_0_0_20231112183948213296.png,6,0,0,True,moderate,ucb
6_1_3_20231113121140832010.png,6,1,3,True,moderate,ucb
6_1_3_20231113121209697327.png,6,1,3,True,moderate,ucb
6_1_3_20231113121236894881.png,6,1,3,True,moderate,ucb
6_1_3_20231113121257893440.png,6,1,3,True,moderate,ucb
7_0_2_20231113121329865487.png,7,0,2,True,moderate,ucb
7_0_2_20231113122043796216.png,7,0,2,True,moderate,ucb
7_0_2_20231113122111398333.png,7,0,2,True,moderate,ucb
7_0_2_20231113122133954904.png,7,0,2,True,moderate,ucb
7_0_2_20231113122201139981.png,7,0,2,True,moderate,ucb
7_1_1_20231113122309725400.png,7,1,1,True,moderate,ucb
7_1_1_20231113122444446171.png,7,1,1,True,moderate,ucb
7_1_1_20231113122510274522.png,7,1,1,True,moderate,ucb
7_1_1_20231113122614059419.png,7,1,1,True,moderate,ucb
7_1_1_20231113122633291520.png,7,1,1,True,moderate,ucb
0_0_1_20231113122659021371.png,0,0,1,True,moderate,ucb
0_0_1_20231113122718330912.png,0,0,1,True,moderate,ucb
0_1_3_20231113122745670167.png,0,1,3,True,moderate,ucb
0_0_1_20231113122810290739.png,0,0,1,True,moderate,ucb
0_1_3_20231113122832882284.png,0,1,3,True,moderate,ucb
0_0_1_20231113122857578766.png,0,0,1,True,moderate,ucb
0_1_3_20231113122922418303.png,0,1,3,True,moderate,ucb
0_0_1_20231113122949457325.png,0,0,1,True,moderate,ucb
0_1_3_20231113123012736269.png,0,1,3,True,moderate,ucb
0_0_1_20231113123039922815.png,0,0,1,True,moderate,ucb
1_0_0_20231113141103737498.png,1,0,0,True,imprecise,ucb
1_0_0_20231113141127389240.png,1,0,0,True,imprecise,ucb
1_0_0_20231113141151916522.png,1,0,0,True,imprecise,ucb
1_0_0_20231113141223548973.png,1,0,0,True,imprecise,ucb
1_0_0_20231113141247307734.png,1,0,0,True,imprecise,ucb
1_1_2_20231113141314769258.png,1,1,2,True,imprecise,ucb
1_1_2_20231113141351490434.png,1,1,2,True,imprecise,ucb
1_1_2_20231113141429785976.png,1,1,2,True,imprecise,ucb
1_1_2_20231113141505936109.png,1,1,2,True,imprecise,ucb
2_0_3_20231113141529829126.png,2,0,3,True,imprecise,ucb
2_0_3_20231113141559341576.png,2,0,3,True,imprecise,ucb
2_0_3_20231113141636500810.png,2,0,3,True,imprecise,ucb
2_0_3_20231113141703391736.png,2,0,3,True,imprecise,ucb
2_0_3_20231113141733738177.png,2,0,3,True,imprecise,ucb
2_0_3_20231113141757282285.png,2,0,3,True,imprecise,ucb
2_1_1_20231113141824486133.png,2,1,1,True,imprecise,ucb
2_1_1_20231113141846375594.png,2,1,1,True,imprecise,ucb
2_1_1_20231113141912945223.png,2,1,1,True,imprecise,ucb
2_1_1_20231113141937492051.png,2,1,1,True,imprecise,ucb
2_1_1_20231113141956254005.png,2,1,1,True,imprecise,ucb
3_0_2_20231113142028139187.png,3,0,2,True,imprecise,ucb
3_0_2_20231113142054619489.png,3,0,2,True,imprecise,ucb
3_0_2_20231113142120228171.png,3,0,2,True,imprecise,ucb
3_0_2_20231113142143206966.png,3,0,2,True,imprecise,ucb
3_0_2_20231113142204548806.png,3,0,2,True,imprecise,ucb
3_0_2_20231113142225239500.png,3,0,2,True,imprecise,ucb
3_1_0_20231113142300597274.png,3,1,0,True,imprecise,ucb
3_1_0_20231113142451767523.png,3,1,0,True,imprecise,ucb
3_1_0_20231113142542022938.png,3,1,0,True,imprecise,ucb
3_1_0_20231113142601798574.png,3,1,0,True,imprecise,ucb
4_0_3_20231113142624253960.png,4,0,3,True,imprecise,ucb
4_0_3_20231113142645076191.png,4,0,3,True,imprecise,ucb
4_0_3_20231113142706774537.png,4,0,3,True,imprecise,ucb
4_0_3_20231113142732338952.png,4,0,3,True,imprecise,ucb
4_0_3_20231113142758064413.png,4,0,3,True,imprecise,ucb
4_1_2_20231113142845456959.png,4,1,2,True,imprecise,ucb
4_1_2_20231113142913646113.png,4,1,2,True,imprecise,ucb
4_1_2_20231113143015165170.png,4,1,2,True,imprecise,ucb
4_1_2_20231113143102027606.png,4,1,2,True,imprecise,ucb
4_1_2_20231113144114385676.png,4,1,2,True,imprecise,ucb
5_0_1_20231113145803526304.png,5,0,1,True,imprecise,ucb
5_0_1_20231113145824862159.png,5,0,1,True,imprecise,ucb
5_0_1_20231113145846531477.png,5,0,1,True,imprecise,ucb
5_0_1_20231113145909234213.png,5,0,1,True,imprecise,ucb
5_0_1_20231113150431818514.png,5,0,1,True,imprecise,ucb
5_1_0_20231113150833702129.png,5,1,0,True,imprecise,ucb
5_1_0_20231113150855106459.png,5,1,0,True,imprecise,ucb
5_1_0_20231113150938900616.png,5,1,0,True,imprecise,ucb
5_1_0_20231113151001770219.png,5,1,0,True,imprecise,ucb
5_1_0_20231113151025216544.png,5,1,0,True,imprecise,ucb
5_1_0_20231113151047240946.png,5,1,0,True,imprecise,ucb
6_0_0_20231113152051773409.png,6,0,0,True,imprecise,ucb
6_0_0_20231113152359164464.png,6,0,0,True,imprecise,ucb
6_0_0_20231113152429432452.png,6,0,0,True,imprecise,ucb
6_0_0_20231113152506939169.png,6,0,0,True,imprecise,ucb
6_0_0_20231113152539387869.png,6,0,0,True,imprecise,ucb
6_1_3_20231113152607459264.png,6,1,3,True,imprecise,ucb
6_1_3_20231113152638808904.png,6,1,3,True,imprecise,ucb
6_1_3_20231113152705585080.png,6,1,3,True,imprecise,ucb
6_1_3_20231113152727667772.png,6,1,3,True,imprecise,ucb
7_0_2_20231113152751057477.png,7,0,2,True,imprecise,ucb
7_0_2_20231113152812491322.png,7,0,2,True,imprecise,ucb
7_0_2_20231113152834657494.png,7,0,2,True,imprecise,ucb
7_0_2_20231113152903106387.png,7,0,2,True,imprecise,ucb
7_0_2_20231113153009810183.png,7,0,2,True,imprecise,ucb
7_1_1_20231113153101780722.png,7,1,1,True,imprecise,ucb
7_1_1_20231113153154126106.png,7,1,1,True,imprecise,ucb
7_1_1_20231113153218257091.png,7,1,1,True,imprecise,ucb
7_1_1_20231113153247723432.png,7,1,1,True,imprecise,ucb
7_1_1_20231113153958486817.png,7,1,1,True,imprecise,ucb
0_0_1_20231113154022720432.png,0,0,1,True,imprecise,ucb
0_0_1_20231113154042399361.png,0,0,1,True,imprecise,ucb
0_1_3_20231113154210517298.png,0,1,3,True,imprecise,ucb
0_0_1_20231113154230375401.png,0,0,1,True,imprecise,ucb
0_1_3_20231113154251672519.png,0,1,3,True,imprecise,ucb
0_0_1_20231113154325301947.png,0,0,1,True,imprecise,ucb
0_1_3_20231113154348106730.png,0,1,3,True,imprecise,ucb
0_0_1_20231113154416373898.png,0,0,1,True,imprecise,ucb
0_1_3_20231113154447974640.png,0,1,3,True,imprecise,ucb
0_0_1_20231113154527021284.png,0,0,1,True,imprecise,ucb
1_0_0_20230911103141682049_similar_moderate.png,1,0,0,True,moderate,similar
1_0_0_20230911103152978333_similar_imprecise.png,1,0,0,True,imprecise,similar
1_0_0_20230911103204288139_similar_accurate.png,1,0,0,True,accurate,similar
1_0_0_20230911103217144559_similar_moderate.png,1,0,0,True,moderate,similar
1_0_0_20230911103229224687_similar_imprecise.png,1,0,0,True,imprecise,similar
1_0_0_20230911103240896466_similar_accurate.png,1,0,0,True,accurate,similar
1_0_0_20230911103251935246_similar_moderate.png,1,0,0,True,moderate,similar
1_0_0_20230911103302763675_similar_imprecise.png,1,0,0,True,imprecise,similar
1_0_0_20230911103314174819_similar_accurate.png,1,0,0,True,accurate,similar
1_0_0_20230911103325896019_similar_moderate.png,1,0,0,True,moderate,similar
1_0_0_20230911103343880139_similar_imprecise.png,1,0,0,True,imprecise,similar
1_0_0_20230911103355583053_similar_accurate.png,1,0,0,True,accurate,similar
1_0_0_20230911103407831449_similar_moderate.png,1,0,0,True,moderate,similar
1_0_0_20230911103419537916_similar_imprecise.png,1,0,0,True,imprecise,similar
1_1_2_20230911103504251976_similar_accurate.png,1,1,2,True,accurate,similar
1_1_2_20230911103515389006_similar_moderate.png,1,1,2,True,moderate,similar
1_1_2_20230911103527373473_similar_imprecise.png,1,1,2,True,imprecise,similar
1_1_2_20230911103538592328_similar_accurate.png,1,1,2,True,accurate,similar
1_1_2_20230911103601576398_similar_imprecise.png,1,1,2,True,imprecise,similar
1_1_2_20230911103612637753_similar_accurate.png,1,1,2,True,accurate,similar
1_1_2_20230911103623763601_similar_moderate.png,1,1,2,True,moderate,similar
1_1_2_20230911103634466685_similar_imprecise.png,1,1,2,True,imprecise,similar
1_1_2_20230911103646871512_similar_accurate.png,1,1,2,True,accurate,similar
1_1_2_20230911103658815007_similar_moderate.png,1,1,2,True,moderate,similar
1_1_2_20230911103710724403_similar_imprecise.png,1,1,2,True,imprecise,similar
2_0_3_20230911103731673856_similar_accurate.png,2,0,3,True,accurate,similar
2_0_3_20230911103743180102_similar_moderate.png,2,0,3,True,moderate,similar
2_0_3_20230911103755060037_similar_imprecise.png,2,0,3,True,imprecise,similar
2_0_3_20230911103806979483_similar_accurate.png,2,0,3,True,accurate,similar
2_0_3_20230911103818994462_similar_moderate.png,2,0,3,True,moderate,similar
2_0_3_20230911103830111398_similar_imprecise.png,2,0,3,True,imprecise,similar
2_0_3_20230911103847491145_similar_accurate.png,2,0,3,True,accurate,similar
2_0_3_20230911103857812587_similar_moderate.png,2,0,3,True,moderate,similar
2_0_3_20230911103908220992_similar_imprecise.png,2,0,3,True,imprecise,similar
2_0_3_20230911103919851895_similar_accurate.png,2,0,3,True,accurate,similar
2_0_3_20230911103931639421_similar_moderate.png,2,0,3,True,moderate,similar
2_0_3_20230911103943221606_similar_imprecise.png,2,0,3,True,imprecise,similar
2_0_3_20230911103954303433_similar_accurate.png,2,0,3,True,accurate,similar
2_0_3_20230911104004810927_similar_moderate.png,2,0,3,True,moderate,similar
2_0_3_20230911104015532229_similar_imprecise.png,2,0,3,True,imprecise,similar
2_0_3_20230911104026472189_similar_accurate.png,2,0,3,True,accurate,similar
2_0_3_20230911104037210014_similar_moderate.png,2,0,3,True,moderate,similar
2_0_3_20230911104048464191_similar_imprecise.png,2,0,3,True,imprecise,similar
2_1_1_20230911104158289969_similar_accurate.png,2,1,1,True,accurate,similar
2_1_1_20230911104209044844_similar_moderate.png,2,1,1,True,moderate,similar
2_1_1_20230911104219771488_similar_imprecise.png,2,1,1,True,imprecise,similar
2_1_1_20230911104230835398_similar_accurate.png,2,1,1,True,accurate,similar
2_1_1_20230911104243130057_similar_moderate.png,2,1,1,True,moderate,similar
2_1_1_20230911104254629620_similar_imprecise.png,2,1,1,True,imprecise,similar
2_1_1_20230911104313041341_similar_accurate.png,2,1,1,True,accurate,similar
2_1_1_20230911104324976401_similar_moderate.png,2,1,1,True,moderate,similar
2_1_1_20230911104350035539_similar_accurate.png,2,1,1,True,accurate,similar
2_1_1_20230911104400685914_similar_moderate.png,2,1,1,True,moderate,similar
2_1_1_20230911104417829465_similar_imprecise.png,2,1,1,True,imprecise,similar
2_1_1_20230911104429508480_similar_accurate.png,2,1,1,True,accurate,similar
2_1_1_20230911104444813613_similar_moderate.png,2,1,1,True,moderate,similar
2_1_1_20230911104458132951_similar_imprecise.png,2,1,1,True,imprecise,similar
3_0_2_20230911104530529093_similar_accurate.png,3,0,2,True,accurate,similar
3_0_2_20230911104542827464_similar_moderate.png,3,0,2,True,moderate,similar
3_0_2_20230911104601605793_similar_imprecise.png,3,0,2,True,imprecise,similar
3_0_2_20230911104613054746_similar_accurate.png,3,0,2,True,accurate,similar
3_0_2_20230911104624625282_similar_moderate.png,3,0,2,True,moderate,similar
3_0_2_20230911104645486489_similar_imprecise.png,3,0,2,True,imprecise,similar
3_0_2_20230911104801196198_similar_accurate.png,3,0,2,True,accurate,similar
3_0_2_20230911104812583060_similar_moderate.png,3,0,2,True,moderate,similar
3_0_2_20230911104823771731_similar_imprecise.png,3,0,2,True,imprecise,similar
3_0_2_20230911104835129752_similar_accurate.png,3,0,2,True,accurate,similar
3_0_2_20230911104846559504_similar_moderate.png,3,0,2,True,moderate,similar
3_0_2_20230911104859961710_similar_imprecise.png,3,0,2,True,imprecise,similar
3_0_2_20230911104916510639_similar_accurate.png,3,0,2,True,accurate,similar
3_0_2_20230911104939300061_similar_imprecise.png,3,0,2,True,imprecise,similar
3_0_2_20230911105006592220_similar_moderate.png,3,0,2,True,moderate,similar
3_0_2_20230911105019428524_similar_imprecise.png,3,0,2,True,imprecise,similar
3_1_0_20230911105135075516_similar_moderate.png,3,1,0,True,moderate,similar
3_1_0_20230911105146762911_similar_imprecise.png,3,1,0,True,imprecise,similar
3_1_0_20230911105159021852_similar_accurate.png,3,1,0,True,accurate,similar
3_1_0_20230911105209843899_similar_moderate.png,3,1,0,True,moderate,similar
3_1_0_20230911105220633249_similar_imprecise.png,3,1,0,True,imprecise,similar
3_1_0_20230911105237318078_similar_accurate.png,3,1,0,True,accurate,similar
3_1_0_20230911105247994366_similar_moderate.png,3,1,0,True,moderate,similar
3_1_0_20230911105258323845_similar_imprecise.png,3,1,0,True,imprecise,similar
3_1_0_20230911105310668506_similar_accurate.png,3,1,0,True,accurate,similar
3_1_0_20230911105321634759_similar_moderate.png,3,1,0,True,moderate,similar
4_0_3_20230911105633965275_similar_moderate.png,4,0,3,True,moderate,similar
4_0_3_20230911105649075031_similar_imprecise.png,4,0,3,True,imprecise,similar
4_0_3_20230911105659855007_similar_accurate.png,4,0,3,True,accurate,similar
4_0_3_20230911105710696213_similar_moderate.png,4,0,3,True,moderate,similar
4_0_3_20230911105721373299_similar_imprecise.png,4,0,3,True,imprecise,similar
4_0_3_20230911105731922158_similar_accurate.png,4,0,3,True,accurate,similar
4_0_3_20230911105742515070_similar_moderate.png,4,0,3,True,moderate,similar
4_0_3_20230911105753015054_similar_imprecise.png,4,0,3,True,imprecise,similar
4_0_3_20230911105803587341_similar_accurate.png,4,0,3,True,accurate,similar
4_0_3_20230911105817956122_similar_moderate.png,4,0,3,True,moderate,similar
4_0_3_20230911105828877909_similar_imprecise.png,4,0,3,True,imprecise,similar
4_0_3_20230911105840868869_similar_accurate.png,4,0,3,True,accurate,similar
4_0_3_20230911105852850178_similar_moderate.png,4,0,3,True,moderate,similar
4_0_3_20230911105904245841_similar_imprecise.png,4,0,3,True,imprecise,similar
4_1_2_20230911105955872953_similar_moderate.png,4,1,2,True,moderate,similar
4_1_2_20230911110006980852_similar_imprecise.png,4,1,2,True,imprecise,similar
4_1_2_20230911110017959513_similar_accurate.png,4,1,2,True,accurate,similar
4_1_2_20230911110028474502_similar_moderate.png,4,1,2,True,moderate,similar
4_1_2_20230911110039091571_similar_imprecise.png,4,1,2,True,imprecise,similar
4_1_2_20230911110050842387_similar_accurate.png,4,1,2,True,accurate,similar
4_1_2_20230911110103579795_similar_moderate.png,4,1,2,True,moderate,similar
4_1_2_20230911110127146670_similar_accurate.png,4,1,2,True,accurate,similar
4_1_2_20230911110138381498_similar_moderate.png,4,1,2,True,moderate,similar
4_1_2_20230911110149442783_similar_imprecise.png,4,1,2,True,imprecise,similar
4_1_2_20230911110201012284_similar_accurate.png,4,1,2,True,accurate,similar
4_1_2_20230911110212746914_similar_moderate.png,4,1,2,True,moderate,similar
4_1_2_20230911110224215416_similar_imprecise.png,4,1,2,True,imprecise,similar
5_0_1_20230911110315404617_similar_accurate.png,5,0,1,True,accurate,similar
5_0_1_20230911110338168523_similar_imprecise.png,5,0,1,True,imprecise,similar
5_0_1_20230911110349920532_similar_accurate.png,5,0,1,True,accurate,similar
5_0_1_20230911110402412700_similar_moderate.png,5,0,1,True,moderate,similar
5_0_1_20230911110414083296_similar_imprecise.png,5,0,1,True,imprecise,similar
5_0_1_20230911110435336927_similar_accurate.png,5,0,1,True,accurate,similar
5_0_1_20230911110456803633_similar_moderate.png,5,0,1,True,moderate,similar
5_0_1_20230911110529605645_similar_accurate.png,5,0,1,True,accurate,similar
5_0_1_20230911110548334556_similar_moderate.png,5,0,1,True,moderate,similar
5_0_1_20230911110559507332_similar_imprecise.png,5,0,1,True,imprecise,similar
5_0_1_20230911110634216224_similar_imprecise.png,5,0,1,True,imprecise,similar
5_1_0_20230911111144650273_similar_accurate.png,5,1,0,True,accurate,similar
5_1_0_20230911111201661982_similar_moderate.png,5,1,0,True,moderate,similar
5_1_0_20230911111214274160_similar_imprecise.png,5,1,0,True,imprecise,similar
5_1_0_20230911111229361442_similar_accurate.png,5,1,0,True,accurate,similar
5_1_0_20230911111247226863_similar_moderate.png,5,1,0,True,moderate,similar
5_1_0_20230911111302787739_similar_imprecise.png,5,1,0,True,imprecise,similar
5_1_0_20230911111326474000_similar_moderate.png,5,1,0,True,moderate,similar
5_1_0_20230911111337875490_similar_imprecise.png,5,1,0,True,imprecise,similar
5_1_0_20230911111354711302_similar_accurate.png,5,1,0,True,accurate,similar
5_1_0_20230911111405145590_similar_moderate.png,5,1,0,True,moderate,similar
5_1_0_20230911111415519713_similar_imprecise.png,5,1,0,True,imprecise,similar
5_1_0_20230911111428577916_similar_accurate.png,5,1,0,True,accurate,similar
5_1_0_20230911111442647996_similar_moderate.png,5,1,0,True,moderate,similar
6_0_0_20230911111642569053_similar_accurate.png,6,0,0,True,accurate,similar
6_0_0_20230911111654331852_similar_moderate.png,6,0,0,True,moderate,similar
6_0_0_20230911111705078547_similar_imprecise.png,6,0,0,True,imprecise,similar
6_0_0_20230911111718418633_similar_accurate.png,6,0,0,True,accurate,similar
6_0_0_20230911111729767233_similar_moderate.png,6,0,0,True,moderate,similar
6_0_0_20230911111742508634_similar_imprecise.png,6,0,0,True,imprecise,similar
6_0_0_20230911111754602823_similar_accurate.png,6,0,0,True,accurate,similar
6_0_0_20230911111805264103_similar_moderate.png,6,0,0,True,moderate,similar
6_0_0_20230911111816541556_similar_imprecise.png,6,0,0,True,imprecise,similar
6_0_0_20230911111828803009_similar_accurate.png,6,0,0,True,accurate,similar
6_0_0_20230911111841053576_similar_moderate.png,6,0,0,True,moderate,similar
6_0_0_20230911111853059246_similar_imprecise.png,6,0,0,True,imprecise,similar
6_0_0_20230911111904430493_similar_accurate.png,6,0,0,True,accurate,similar
6_0_0_20230911111916425398_similar_moderate.png,6,0,0,True,moderate,similar
6_0_0_20230911111933627043_similar_imprecise.png,6,0,0,True,imprecise,similar
6_1_3_20230911111952537467_similar_accurate.png,6,1,3,True,accurate,similar
6_1_3_20230911112002732822_similar_moderate.png,6,1,3,True,moderate,similar
6_1_3_20230911112014028434_similar_imprecise.png,6,1,3,True,imprecise,similar
6_1_3_20230911112025375410_similar_accurate.png,6,1,3,True,accurate,similar
6_1_3_20230911112036724797_similar_moderate.png,6,1,3,True,moderate,similar
6_1_3_20230911112047724187_similar_imprecise.png,6,1,3,True,imprecise,similar
6_1_3_20230911112058725735_similar_accurate.png,6,1,3,True,accurate,similar
6_1_3_20230911112111182740_similar_moderate.png,6,1,3,True,moderate,similar
6_1_3_20230911112122099637_similar_imprecise.png,6,1,3,True,imprecise,similar
6_1_3_20230911112133888978_similar_accurate.png,6,1,3,True,accurate,similar
6_1_3_20230911112146345329_similar_moderate.png,6,1,3,True,moderate,similar
