filename,gender,race
00089_931230_fa_converted_final.png,0,4
00090_931230_fa_converted_final.png,1,0
00091_931230_fa_converted_final.png,0,4
00092_931230_fa_converted_final.png,1,1
00093_931230_fa_converted_final.png,0,4
00094_931230_fa_a_converted_final.png,0,0
00095_931230_fa_converted_final.png,0,2
00097_931230_fa_converted_final.png,0,2
00098_931230_fa_converted_final.png,1,1
00099_931230_fa_a_converted_final.png,0,2
00100_931230_fa_a_converted_final.png,0,2
00101_931230_fa_converted_final.png,1,3
00102_931230_fa_converted_final.png,1,1
00103_931230_fa_a_converted_final.png,0,4
00104_931230_fa_converted_final.png,1,0
00105_931230_fa_converted_final.png,0,0
00106_931230_fa_a_converted_final.png,0,2
00107_941121_fa_converted_final.png,1,0
00108_960530_fa_converted_final.png,0,1
00109_931230_fa_converted_final.png,0,0
00110_931230_fa_converted_final.png,0,2
00111_931230_fa_converted_final.png,1,0
00112_931230_fa_converted_final.png,1,0
00113_931230_fa_a_converted_final.png,0,0
00114_931230_fa_converted_final.png,0,3
00115_931230_fa_converted_final.png,0,0
00116_931230_fa_converted_final.png,0,2
00117_931230_fa_a_converted_final.png,0,2
00118_931230_fa_a_converted_final.png,0,0
00120_931230_fa_converted_final.png,0,0
00121_931230_fa_converted_final.png,1,1
00122_931230_fa_converted_final.png,0,3
00123_931230_fa_converted_final.png,1,0
00124_931230_fa_converted_final.png,0,0
00125_931230_fa_converted_final.png,1,0
00126_931230_fa_converted_final.png,1,0
00127_931230_fa_converted_final.png,0,1
00128_931230_fa_a_converted_final.png,0,2
00129_931230_fa_converted_final.png,0,0
00130_931230_fa_converted_final.png,1,2
00131_931230_fa_converted_final.png,0,4
00132_931230_fa_converted_final.png,0,4
00133_931230_fa_converted_final.png,0,2
00134_931230_fa_a_converted_final.png,0,2
00135_931230_fa_a_converted_final.png,0,2
00136_931230_fa_converted_final.png,0,0
00137_931230_fa_a_converted_final.png,0,0
00138_931230_fa_converted_final.png,0,0
00139_931230_fa_converted_final.png,0,4
00140_941121_fa_converted_final.png,1,0
00141_931230_fa_converted_final.png,1,2
00142_931230_fa_converted_final.png,0,0
00143_931230_fa_a_converted_final.png,0,0
00144_931230_fa_converted_final.png,0,0
00145_931230_fa_converted_final.png,1,3
00146_941205_fa_converted_final.png,0,0
00147_931230_fa_converted_final.png,1,2
00148_931230_fa_converted_final.png,0,0
00150_931230_fa_a_converted_final.png,0,2
00151_931230_fa_a_converted_final.png,0,0
00152_931230_fa_converted_final.png,0,0
00153_931230_fa_converted_final.png,0,2
00155_931230_fa_converted_final.png,0,0
00156_931230_fa_a_converted_final.png,0,2
00157_931230_fa_a_converted_final.png,0,2
00158_931230_fa_converted_final.png,1,0
00159_931230_fa_converted_final.png,0,2
00160_931230_fa_a_converted_final.png,0,2
00161_931230_fa_a_converted_final.png,0,0
00162_940128_fa_converted_final.png,0,0
00163_931230_fa_converted_final.png,1,2
00164_931230_fa_a_converted_final.png,0,2
00165_931230_fa_a_converted_final.png,0,2
00166_931230_fa_converted_final.png,0,2
00167_931230_fa_converted_final.png,0,2
00168_931230_fa_a_converted_final.png,0,2
00169_931230_fa_a_converted_final.png,0,4
00170_931230_fa_converted_final.png,0,2
00171_931230_fa_converted_final.png,0,2
00172_931230_fa_converted_final.png,0,0
00173_931230_fa_a_converted_final.png,0,0
00174_931230_fa_a_converted_final.png,0,2
00175_931230_fa_a_converted_final.png,1,0
00176_931230_fa_converted_final.png,0,0
00177_931230_fa_a_converted_final.png,1,0
00178_931230_fa_converted_final.png,0,4
00179_931230_fa_converted_final.png,0,2
00180_931230_fa_converted_final.png,0,3
00181_931230_fa_converted_final.png,1,1
00182_931230_fa_converted_final.png,0,2
00183_940128_fa_converted_final.png,0,1
00184_940422_fa_converted_final.png,0,3
00185_940128_fa_converted_final.png,1,0
00186_940128_fa_a_converted_final.png,0,0
00187_940128_fa_a_converted_final.png,0,1
00188_940307_fa_converted_final.png,0,4
00189_940128_fa_a_converted_final.png,0,2
00190_940128_fa_converted_final.png,1,4
00191_940128_fa_converted_final.png,1,2
00192_940128_fa_converted_final.png,0,2
00193_940928_fa_converted_final.png,0,2
00194_940128_fa_converted_final.png,1,0
00195_940128_fa_converted_final.png,0,0
00196_940128_fa_converted_final.png,1,2
00197_940128_fa_converted_final.png,1,2
00198_940128_fa_converted_final.png,1,2
00199_940128_fa_converted_final.png,0,0
00200_940128_fa_converted_final.png,0,0
00201_940128_fa_converted_final.png,1,0
00202_940128_fa_converted_final.png,1,0
00203_940128_fa_converted_final.png,0,0
00204_940128_fa_a_converted_final.png,0,2
00205_940128_fa_converted_final.png,0,2
00206_940128_fa_a_converted_final.png,0,0
00207_940128_fa_converted_final.png,0,0
00208_940128_fa_converted_final.png,1,0
00209_940128_fa_converted_final.png,1,0
00210_940128_fa_converted_final.png,1,0
00211_940128_fa_converted_final.png,1,0
00212_940128_fa_a_converted_final.png,1,0
00213_940128_fa_converted_final.png,0,0
00214_940128_fa_converted_final.png,1,0
00215_940128_fa_a_converted_final.png,0,4
00216_940128_fa_converted_final.png,0,2
00217_940128_fa_a_converted_final.png,0,0
00218_940128_fa_converted_final.png,1,2
00219_940128_fa_a_converted_final.png,1,1
00220_940128_fa_converted_final.png,0,3
00221_940128_fa_converted_final.png,1,0
00222_940128_fa_converted_final.png,0,0
00223_940128_fa_converted_final.png,0,0
00224_940128_fa_converted_final.png,1,0
00225_940128_fa_a_converted_final.png,1,0
00227_940128_fa_converted_final.png,1,0
00228_940128_fa_a_converted_final.png,0,1
00229_940128_fa_converted_final.png,0,0
00230_940128_fa_converted_final.png,0,0
00231_940128_fa_converted_final.png,1,0
00233_940128_fa_a_converted_final.png,0,2
00234_940128_fa_converted_final.png,0,2
00235_940128_fa_converted_final.png,1,0
00236_940128_fa_a_converted_final.png,0,2
00237_940128_fa_converted_final.png,0,4
00238_940128_fa_converted_final.png,1,3
00239_940128_fa_converted_final.png,1,2
00241_940128_fa_a_converted_final.png,0,2
00242_940128_fa_converted_final.png,1,2
00243_940128_fa_converted_final.png,1,2
00244_940128_fa_converted_final.png,1,1
00245_940128_fa_converted_final.png,1,2
00246_940128_fa_converted_final.png,0,2
00247_940128_fa_converted_final.png,0,2
00248_940128_fa_converted_final.png,0,0
00249_940128_fa_a_converted_final.png,0,0
00250_940128_fa_converted_final.png,1,0
00251_940128_fa_converted_final.png,0,0
00252_940128_fa_a_converted_final.png,0,0
00253_940128_fa_converted_final.png,0,0
00255_940128_fa_converted_final.png,1,0
00256_941031_fa_converted_final.png,0,0
00257_940128_fa_converted_final.png,0,1
00258_940128_fa_converted_final.png,0,0
00259_940128_fa_converted_final.png,1,0
00260_940128_fa_converted_final.png,1,0
00261_940128_fa_converted_final.png,0,2
00262_940128_fa_converted_final.png,1,0
00263_940128_fa_converted_final.png,1,0
00264_940128_fa_converted_final.png,1,0
00265_940128_fa_converted_final.png,1,4
00266_940128_fa_converted_final.png,1,0
00267_940128_fa_converted_final.png,1,2
00268_940422_fa_converted_final.png,0,0
00269_940422_fa_a_converted_final.png,0,0
00270_940422_fa_converted_final.png,1,0
00271_940422_fa_converted_final.png,1,0
00272_940422_fa_converted_final.png,0,0
00273_940422_fa_converted_final.png,0,1
00275_940422_fa_converted_final.png,0,0
00276_940422_fa_a_converted_final.png,1,0
00278_940422_fa_converted_final.png,1,0
00279_940422_fa_converted_final.png,1,0
00280_940422_fa_converted_final.png,1,0
00281_940422_fa_converted_final.png,0,0
00282_940422_fa_converted_final.png,0,4
00283_940422_fa_a_converted_final.png,0,0
00284_940422_fa_converted_final.png,0,0
00285_940422_fa_converted_final.png,0,0
00286_940422_fa_converted_final.png,0,0
00287_940422_fa_converted_final.png,0,0
00288_940422_fa_converted_final.png,1,2
00289_940422_fa_converted_final.png,0,0
00290_940422_fa_converted_final.png,1,3
00291_940422_fa_converted_final.png,0,0
00292_940422_fa_a_converted_final.png,1,0
00293_940422_fa_converted_final.png,1,0
00294_940422_fa_a_converted_final.png,1,2
00295_940422_fa_converted_final.png,0,0
00296_940422_fa_converted_final.png,1,0
00297_940422_fa_converted_final.png,0,0
00298_940422_fa_a_converted_final.png,0,0
00299_940422_fa_converted_final.png,0,0
00300_940422_fa_converted_final.png,0,1
00301_940422_fa_converted_final.png,0,0
00302_940422_fa_converted_final.png,1,1
00303_940422_fa_converted_final.png,0,0
00304_940422_fa_converted_final.png,0,0
00305_940422_fa_converted_final.png,1,1
00306_940422_fa_converted_final.png,1,0
00307_940422_fa_converted_final.png,1,0
00308_940422_fa_converted_final.png,1,0
00309_940422_fa_converted_final.png,0,0
00310_940422_fa_converted_final.png,0,0
00311_940422_fa_converted_final.png,1,3
00312_940422_fa_converted_final.png,1,0
00313_940422_fa_converted_final.png,1,3
00314_940422_fa_converted_final.png,1,3
00315_940422_fa_converted_final.png,1,0
00316_940422_fa_converted_final.png,1,0
00317_940422_fa_converted_final.png,1,3
00318_940422_fa_converted_final.png,0,3
00319_940422_fa_converted_final.png,1,0
00320_940422_fa_converted_final.png,0,0
00321_940422_fa_converted_final.png,0,0
00322_940422_fa_converted_final.png,0,3
00323_940422_fa_converted_final.png,0,0
00324_940422_fa_converted_final.png,1,0
00325_940422_fa_a_converted_final.png,1,0
00326_940422_fa_converted_final.png,1,0
00327_940422_fa_converted_final.png,1,0
00328_940422_fa_converted_final.png,1,0
00329_940422_fa_converted_final.png,1,0
00330_940422_fa_converted_final.png,1,2
00331_940422_fa_converted_final.png,0,0
00332_940422_fa_converted_final.png,0,1
00333_940422_fa_converted_final.png,0,0
00334_940422_fa_converted_final.png,0,0
00335_940422_fa_converted_final.png,0,0
00336_940422_fa_converted_final.png,1,0
00337_940422_fa_converted_final.png,1,0
00338_940422_fa_converted_final.png,0,0
00339_940422_fa_a_converted_final.png,0,0
00340_940422_fa_a_converted_final.png,0,0
00341_940422_fa_converted_final.png,0,0
00342_940422_fa_converted_final.png,1,0
00343_940422_fa_converted_final.png,1,3
00344_940422_fa_converted_final.png,1,0
00345_940422_fa_converted_final.png,0,0
00346_940422_fa_converted_final.png,1,0
00347_940422_fa_converted_final.png,1,0
00348_940422_fa_converted_final.png,0,3
00349_940422_fa_converted_final.png,1,0
00350_940422_fa_converted_final.png,1,0
00351_940422_fa_converted_final.png,1,3
00352_940422_fa_converted_final.png,1,0
00353_940422_fa_converted_final.png,1,0
00354_940422_fa_converted_final.png,1,0
00355_940422_fa_converted_final.png,0,0
00356_940422_fa_converted_final.png,1,3
00357_940422_fa_converted_final.png,1,3
00358_940422_fa_converted_final.png,0,1
00359_940422_fa_converted_final.png,0,0
00360_940422_fa_converted_final.png,0,0
00361_940422_fa_converted_final.png,0,0
00362_940422_fa_converted_final.png,0,0
00363_940422_fa_converted_final.png,0,0
00364_940422_fa_converted_final.png,0,0
00365_940422_fa_converted_final.png,1,0
00366_940422_fa_converted_final.png,1,3
00367_940422_fa_converted_final.png,0,3
00368_940422_fa_a_converted_final.png,0,0
00369_940422_fa_converted_final.png,0,0
00370_940422_fa_converted_final.png,0,0
00371_940422_fa_converted_final.png,1,1
00373_940422_fa_converted_final.png,1,1
00374_940422_fa_converted_final.png,1,1
00375_940422_fa_converted_final.png,1,3
00376_940422_fa_converted_final.png,1,1
00377_940422_fa_converted_final.png,1,1
00378_940422_fa_converted_final.png,1,1
00379_940422_fa_converted_final.png,1,0
00380_940422_fa_converted_final.png,1,0
00381_940422_fa_converted_final.png,1,0
00383_941031_fa_converted_final.png,0,4
00384_940422_fa_converted_final.png,1,1
00385_940422_fa_converted_final.png,1,0
00386_940422_fa_converted_final.png,1,1
00387_940422_fa_a_converted_final.png,1,1
00388_940422_fa_converted_final.png,1,0
00389_940422_fa_converted_final.png,1,0
00390_940422_fa_converted_final.png,1,0
00391_940422_fa_converted_final.png,1,0
00392_940422_fa_a_converted_final.png,1,1
00393_940422_fa_a_converted_final.png,1,0
00394_940422_fa_converted_final.png,1,0
00395_940422_fa_converted_final.png,1,0
00396_940422_fa_converted_final.png,1,0
00397_940422_fa_converted_final.png,1,0
00398_940422_fa_converted_final.png,1,0
00399_940422_fa_converted_final.png,1,0
00400_940422_fa_converted_final.png,1,0
00401_940422_fa_converted_final.png,1,0
00402_940422_fa_converted_final.png,1,0
00403_940422_fa_converted_final.png,1,0
00404_940422_fa_converted_final.png,1,0
00405_940422_fa_converted_final.png,1,1
00406_940422_fa_converted_final.png,1,1
00407_940422_fa_converted_final.png,1,3
00408_940422_fa_converted_final.png,1,0
00409_940422_fa_converted_final.png,1,0
00410_940422_fa_converted_final.png,1,2
00411_940422_fa_converted_final.png,1,0
00412_940422_fa_converted_final.png,1,0
00413_940422_fa_converted_final.png,1,0
00414_940422_fa_a_converted_final.png,1,0
00415_940422_fa_converted_final.png,0,2
00416_940422_fa_converted_final.png,1,0
00417_940422_fa_converted_final.png,1,0
00418_940422_fa_converted_final.png,1,3
00419_940422_fa_converted_final.png,1,0
00420_940422_fa_converted_final.png,1,0
00421_940422_fa_converted_final.png,1,0
00422_940422_fa_converted_final.png,1,1
00423_940422_fa_converted_final.png,1,0
00424_940422_fa_converted_final.png,1,3
00425_940422_fa_converted_final.png,1,0
00426_940422_fa_converted_final.png,1,0
00427_940422_fa_converted_final.png,1,0
00428_940422_fa_converted_final.png,1,0
00429_940422_fa_a_converted_final.png,1,1
00430_940422_fa_converted_final.png,1,0
00431_940422_fa_a_converted_final.png,1,0
00432_940422_fa_converted_final.png,1,0
00433_940422_fa_converted_final.png,1,0
00434_940422_fa_converted_final.png,1,0
00436_940422_fa_converted_final.png,1,2
00437_940422_fa_converted_final.png,1,0
00438_940422_fa_converted_final.png,1,0
00439_940422_fa_converted_final.png,1,0
00441_940422_fa_converted_final.png,1,2
00442_940422_fa_converted_final.png,1,2
00443_940422_fa_converted_final.png,1,3
00445_940422_fa_converted_final.png,1,0
00446_940422_fa_converted_final.png,1,1
00447_940422_fa_converted_final.png,1,0
00448_940422_fa_converted_final.png,1,0
00449_940422_fa_converted_final.png,1,2
00450_940422_fa_converted_final.png,1,0
00451_940422_fa_converted_final.png,1,0
00452_940422_fa_converted_final.png,1,2
00453_940422_fa_a_converted_final.png,0,1
00454_940422_fa_converted_final.png,1,2
00455_940422_fa_converted_final.png,1,0
00456_940422_fa_converted_final.png,1,0
00457_940422_fa_converted_final.png,1,0
00458_940422_fa_converted_final.png,1,0
00459_940422_fa_converted_final.png,1,0
00460_940422_fa_converted_final.png,0,3
00461_940422_fa_converted_final.png,0,2
00462_940422_fa_a_converted_final.png,0,0
00465_940519_fa_converted_final.png,0,0
00466_940519_fa_converted_final.png,1,0
00467_940519_fa_converted_final.png,0,1
00468_960620_fa_converted_final.png,0,0
00469_960530_fa_converted_final.png,1,0
00470_940519_fa_converted_final.png,0,0
00471_940519_fa_converted_final.png,0,0
00472_960627_fa_converted_final.png,1,1
00473_940519_fa_converted_final.png,0,0
00474_960627_fa_converted_final.png,0,0
00475_940519_fa_converted_final.png,0,0
00476_940519_fa_a_converted_final.png,0,0
00477_940519_fa_converted_final.png,0,0
00478_940519_fa_converted_final.png,0,0
00479_940519_fa_converted_final.png,1,0
00480_940519_fa_converted_final.png,1,0
00481_940519_fa_a_converted_final.png,1,0
00482_940519_fa_converted_final.png,1,2
00483_940519_fa_converted_final.png,1,0
00484_940519_fa_converted_final.png,0,0
00485_940519_fa_a_converted_final.png,1,0
00486_940519_fa_a_converted_final.png,0,0
00487_940519_fa_converted_final.png,1,0
00488_940519_fa_a_converted_final.png,0,1
00489_940519_fa_converted_final.png,0,0
00490_940519_fa_converted_final.png,0,3
00491_960627_fa_converted_final.png,0,0
00492_940519_fa_a_converted_final.png,1,0
00493_940519_fa_converted_final.png,0,4
00494_940519_fa_converted_final.png,0,0
00495_940519_fa_a_converted_final.png,1,1
00496_940519_fa_converted_final.png,0,3
00497_940519_fa_a_converted_final.png,0,0
00498_940519_fa_converted_final.png,1,0
00499_940519_fa_converted_final.png,0,0
00500_940519_fa_converted_final.png,1,0
00501_940519_fa_converted_final.png,0,0
00502_940519_fa_converted_final.png,0,0
00503_940519_fa_a_converted_final.png,0,0
00504_940519_fa_converted_final.png,0,0
00505_960627_fa_converted_final.png,1,0
00506_940519_fa_converted_final.png,1,0
00507_940519_fa_a_converted_final.png,1,0
00508_940519_fa_converted_final.png,0,0
00509_940519_fa_a_converted_final.png,0,0
00510_940519_fa_converted_final.png,1,0
00511_940519_fa_converted_final.png,0,0
00512_940519_fa_a_converted_final.png,0,2
00513_940519_fa_converted_final.png,0,0
00514_940519_fa_a_converted_final.png,0,0
00515_940519_fa_converted_final.png,0,0
00516_940519_fa_a_converted_final.png,0,2
00517_940519_fa_a_converted_final.png,0,0
00518_940519_fa_converted_final.png,0,0
00519_960627_fa_converted_final.png,0,0
00520_940519_fa_a_converted_final.png,0,0
00521_940519_fa_a_converted_final.png,0,0
00522_960627_fa_converted_final.png,0,0
00523_940519_fa_a_converted_final.png,0,0
00524_940519_fa_a_converted_final.png,0,0
00525_940519_fa_converted_final.png,1,0
00526_940519_fa_converted_final.png,0,0
00527_940519_fa_converted_final.png,0,0
00528_940519_fa_converted_final.png,0,0
00529_940519_fa_converted_final.png,1,1
00530_940519_fa_converted_final.png,1,0
00531_940519_fa_converted_final.png,0,1
00532_960627_fa_converted_final.png,1,0
00533_940519_fa_converted_final.png,0,1
00534_940519_fa_converted_final.png,1,0
00535_940519_fa_converted_final.png,0,0
00536_940519_fa_converted_final.png,0,0
00537_940519_fa_converted_final.png,1,0
00538_940519_fa_converted_final.png,0,0
00539_940519_fa_converted_final.png,0,0
00540_940519_fa_converted_final.png,1,1
00541_940519_fa_converted_final.png,1,0
00542_940519_fa_converted_final.png,0,0
00543_940519_fa_converted_final.png,1,2
00544_940519_fa_a_converted_final.png,0,1
00545_940519_fa_converted_final.png,0,2
00546_940519_fa_a_converted_final.png,0,0
00547_940519_fa_b_converted_final.png,1,0
00548_940519_fa_a_converted_final.png,1,3
00549_940519_fa_converted_final.png,1,3
00550_940519_fa_converted_final.png,0,0
00551_940519_fa_converted_final.png,0,0
00552_940519_fa_converted_final.png,0,0
00553_940519_fa_a_converted_final.png,0,0
00554_940519_fa_converted_final.png,1,0
00555_940519_fa_converted_final.png,1,0
00556_940519_fa_converted_final.png,1,0
00557_940519_fa_converted_final.png,1,0
00558_940519_fa_converted_final.png,0,1
00559_940519_fa_converted_final.png,1,0
00560_940519_fa_converted_final.png,1,0
00561_940519_fa_a_converted_final.png,0,0
00562_941031_fa_converted_final.png,1,4
00563_940928_fa_converted_final.png,1,2
00564_941031_fa_converted_final.png,1,4
00565_941121_fa_converted_final.png,0,0
00566_940928_fa_converted_final.png,0,2
00567_940928_fa_converted_final.png,0,3
00568_941031_fa_converted_final.png,1,2
00569_940928_fa_converted_final.png,1,3
00570_940928_fa_converted_final.png,0,2
00571_940928_fa_converted_final.png,1,2
00572_940928_fa_converted_final.png,0,2
00573_940928_fa_converted_final.png,0,0
00574_940928_fa_converted_final.png,1,0
00575_940928_fa_converted_final.png,0,3
00576_941031_fa_converted_final.png,1,3
00577_940928_fa_converted_final.png,0,0
00578_940928_fa_converted_final.png,0,2
00580_940928_fa_converted_final.png,0,4
00581_940928_fa_converted_final.png,1,0
00582_940928_fa_converted_final.png,0,3
00583_940928_fa_converted_final.png,0,3
00584_941031_fa_converted_final.png,0,2
00585_940928_fa_converted_final.png,0,0
00586_940928_fa_converted_final.png,0,1
00587_940928_fa_converted_final.png,0,3
00588_940307_fa_converted_final.png,0,2
00589_940928_fa_converted_final.png,1,0
00590_940928_fa_converted_final.png,0,0
00591_940928_fa_converted_final.png,0,0
00592_940928_fa_converted_final.png,0,0
00593_941031_fa_converted_final.png,0,0
00594_941121_fa_converted_final.png,0,0
00595_940928_fa_converted_final.png,0,0
00596_941121_fa_converted_final.png,0,2
00597_941031_fa_converted_final.png,0,0
00598_941031_fa_converted_final.png,1,2
00599_940928_fa_converted_final.png,1,2
00600_940928_fa_converted_final.png,1,2
00601_940928_fa_converted_final.png,0,4
00602_940928_fa_converted_final.png,0,0
00603_940928_fa_converted_final.png,0,0
00604_940928_fa_converted_final.png,0,2
00605_941031_fa_converted_final.png,1,2
00606_940928_fa_converted_final.png,1,0
00607_940928_fa_converted_final.png,1,0
00608_940928_fa_converted_final.png,0,0
00609_940928_fa_converted_final.png,1,0
00610_940928_fa_converted_final.png,0,2
00611_940307_fa_converted_final.png,0,2
00612_940928_fa_converted_final.png,0,0
00613_940928_fa_converted_final.png,0,0
00614_941031_fa_converted_final.png,0,2
00615_941031_fa_converted_final.png,0,0
00616_941031_fa_converted_final.png,0,4
00617_940928_fa_converted_final.png,0,4
00618_940928_fa_converted_final.png,0,4
00620_940928_fa_converted_final.png,1,2
00621_941121_fa_converted_final.png,0,3
00622_940928_fa_converted_final.png,0,3
00623_940928_fa_converted_final.png,0,0
00624_940928_fa_converted_final.png,0,1
00625_940928_fa_converted_final.png,0,2
00626_941031_fa_converted_final.png,0,0
00627_941031_fa_converted_final.png,0,0
00628_940928_fa_converted_final.png,1,1
00629_940928_fa_converted_final.png,0,2
00630_941031_fa_converted_final.png,1,2
00631_940928_fa_converted_final.png,1,2
00632_940928_fa_converted_final.png,1,2
00633_940928_fa_converted_final.png,1,2
00634_940928_fa_converted_final.png,1,0
00635_941031_fa_converted_final.png,1,3
00636_941031_fa_converted_final.png,1,0
00637_941031_fa_converted_final.png,1,2
00638_941031_fa_converted_final.png,1,2
00639_941031_fa_converted_final.png,1,2
00640_941031_fa_converted_final.png,0,2
00641_941031_fa_converted_final.png,0,0
00642_941121_fa_converted_final.png,0,0
00643_941031_fa_converted_final.png,0,4
00644_941031_fa_converted_final.png,1,0
00645_941031_fa_converted_final.png,0,0
00646_941031_fa_converted_final.png,0,0
00647_941031_fa_converted_final.png,1,0
00648_941031_fa_converted_final.png,1,2
00650_941031_fa_converted_final.png,1,2
00652_941031_fa_converted_final.png,0,4
00653_941031_fa_converted_final.png,1,0
00654_941031_fa_converted_final.png,1,1
00655_941031_fa_converted_final.png,1,0
00656_941121_fa_converted_final.png,0,3
00657_941121_fa_converted_final.png,0,0
00658_941121_fa_converted_final.png,0,0
00659_941121_fa_converted_final.png,0,0
00660_960620_fa_converted_final.png,0,0
00661_941121_fa_converted_final.png,1,0
00662_941121_fa_converted_final.png,1,0
00663_941121_fa_converted_final.png,1,0
00664_941121_fa_converted_final.png,0,1
00665_941121_fa_converted_final.png,1,0
00666_941121_fa_converted_final.png,0,3
00667_941121_fa_converted_final.png,0,2
00668_941121_fa_converted_final.png,0,2
00669_940307_fa_converted_final.png,0,0
00670_941121_fa_converted_final.png,1,3
00671_941121_fa_converted_final.png,0,0
00672_941121_fa_converted_final.png,0,2
00673_941121_fa_converted_final.png,0,2
00674_941121_fa_converted_final.png,0,0
00675_941121_fa_converted_final.png,1,2
00676_941121_fa_converted_final.png,1,2
00677_941121_fa_converted_final.png,0,1
00678_941121_fa_converted_final.png,0,0
00679_941121_fa_converted_final.png,0,2
00680_941121_fa_converted_final.png,0,0
00681_941121_fa_converted_final.png,1,2
00682_941121_fa_converted_final.png,1,0
00683_941121_fa_converted_final.png,0,0
00684_941121_fa_converted_final.png,0,0
00685_941121_fa_converted_final.png,0,0
00686_941121_fa_converted_final.png,0,4
00687_941121_fa_converted_final.png,1,2
00688_941121_fa_converted_final.png,0,2
00689_941121_fa_converted_final.png,1,2
00690_941121_fa_converted_final.png,0,2
00691_941121_fa_converted_final.png,0,0
00692_941121_fa_converted_final.png,0,1
00694_941121_fa_converted_final.png,1,0
00695_941121_fa_converted_final.png,0,0
00697_941121_fa_converted_final.png,0,0
00698_941121_fa_converted_final.png,0,2
00700_941121_fa_converted_final.png,1,0
00701_941201_fa_converted_final.png,0,0
00703_941205_fa_converted_final.png,1,0
00704_941201_fa_converted_final.png,1,0
00705_941205_fa_converted_final.png,1,1
00706_941201_fa_converted_final.png,0,0
00707_941205_fa_converted_final.png,0,0
00708_941201_fa_converted_final.png,0,0
00709_941201_fa_converted_final.png,1,1
00710_960620_fa_converted_final.png,0,2
00711_960530_fa_converted_final.png,0,0
00712_941201_fa_converted_final.png,0,2
00713_960627_fa_converted_final.png,0,0
00714_960620_fa_converted_final.png,0,0
00715_941205_fa_converted_final.png,0,3
00716_941201_fa_converted_final.png,0,1
00717_941205_fa_converted_final.png,1,0
00718_941201_fa_converted_final.png,0,0
00719_960620_fa_converted_final.png,1,0
00720_941205_fa_converted_final.png,1,1
00721_941201_fa_converted_final.png,0,0
00722_941201_fa_converted_final.png,0,0
00723_941201_fa_converted_final.png,1,0
00724_960620_fa_converted_final.png,0,2
00725_941205_fa_converted_final.png,1,0
00726_941201_fa_converted_final.png,0,2
00727_941205_fa_converted_final.png,1,0
00728_941201_fa_converted_final.png,1,0
00729_941205_fa_converted_final.png,0,0
00730_960620_fa_converted_final.png,1,0
00731_941201_fa_converted_final.png,1,0
00732_941205_fa_converted_final.png,0,2
00733_941201_fa_converted_final.png,0,4
00734_941201_fa_converted_final.png,0,2
00735_941201_fa_converted_final.png,0,0
00736_941201_fa_converted_final.png,0,0
00737_960530_fa_converted_final.png,0,2
00738_941201_fa_converted_final.png,0,0
00739_941205_fa_converted_final.png,0,4
